"Choice","Age","Female","Income","Education","Job"
"BOC",47,1,4,2,"Finance"
"BOC",31,0,4,5,"Service"
"CCB",61,0,7,4,"Retired"
"CCB",23,0,2,5,"Unemployed"
"CCB",33,1,6,3,"Retired"
"CCB",28,1,7,3,"Retired"
"CCB",39,0,4,1,"Service"
"CCB",19,0,4,4,"Government"
"BOC",71,1,3,4,"Government"
"BOC",30,0,2,4,"Retired"
"CCB",74,0,1,3,"Service"
"CCB",63,0,2,5,"Service"
"CCB",33,1,6,1,"Student"
"BOC",60,1,2,5,"Retired"
"CCB",73,0,7,1,"Education"
"CCB",73,1,5,5,"Industry"
"BOC",42,1,4,2,"Finance"
"CCB",30,0,2,1,"Government"
"BOC",47,1,1,4,"Government"
"CCB",43,0,7,2,"Education"
"CCB",47,1,7,2,"Retired"
"CCB",27,0,7,4,"Retired"
"CCB",51,1,4,1,"Unemployed"
"BOC",75,1,6,3,"Education"
"CCB",24,1,6,2,"Education"
"CCB",36,0,1,1,"Education"
"CCB",54,0,7,2,"Service"
"CCB",73,1,4,2,"Government"
"CCB",22,1,1,2,"Government"
"ICBC",39,1,1,1,"Industry"
"CCB",26,0,4,5,"Education"
"CCB",46,1,2,1,"Government"
"CCB",56,1,4,3,"Student"
"CCB",42,1,2,3,"Industry"
"BOC",25,0,5,4,"Retired"
"BOC",32,1,5,5,"Finance"
"ICBC",43,1,3,1,"Unemployed"
"BOC",40,0,4,5,"Retired"
"CCB",32,0,3,1,"Industry"
"CCB",49,0,3,3,"Education"
"CCB",55,1,6,5,"Education"
"BOC",42,0,4,5,"Government"
"BOC",48,1,2,2,"Unemployed"
"CCB",40,0,7,4,"Industry"
"CCB",40,0,4,1,"Retired"
"ICBC",44,0,6,2,"Service"
"ABC",75,1,5,2,"Retired"
"BOC",24,1,3,1,"Finance"
"ICBC",24,1,2,2,"Retired"
"CCB",68,0,3,3,"Unemployed"
"BOC",21,1,1,4,"Industry"
"CCB",39,0,2,1,"Education"
"CCB",53,1,6,1,"Industry"
"CCB",67,0,1,5,"Government"
"CCB",48,1,7,3,"Industry"
"CCB",29,1,1,4,"Finance"
"CCB",34,1,5,3,"Unemployed"
"CCB",73,0,2,3,"Industry"
"BOC",41,0,3,4,"Retired"
"CCB",19,1,6,4,"Retired"
"CCB",35,0,4,1,"Education"
"CCB",72,1,3,3,"Industry"
"CCB",63,1,4,1,"Government"
"BOC",48,1,2,5,"Student"
"ICBC",41,0,2,2,"Unemployed"
"CCB",52,1,4,2,"Unemployed"
"CCB",70,0,5,2,"Industry"
"CCB",26,1,6,1,"Education"
"CCB",63,1,5,3,"Unemployed"
"BOC",31,0,1,5,"Industry"
"CCB",25,0,5,4,"Education"
"BOC",18,1,7,4,"Government"
"CCB",40,0,4,2,"Industry"
"CCB",18,1,7,2,"Retired"
"BOC",54,1,7,1,"Student"
"CCB",51,1,4,1,"Industry"
"CCB",63,0,1,2,"Unemployed"
"CCB",23,1,6,1,"Government"
"BOC",68,0,2,5,"Student"
"BOC",39,0,4,5,"Industry"
"CCB",71,1,2,4,"Service"
"CCB",66,1,2,2,"Education"
"BOC",38,0,5,2,"Government"
"BOC",61,1,3,4,"Student"
"CCB",38,0,7,2,"Unemployed"
"BOC",40,0,6,5,"Retired"
"BOC",67,0,3,5,"Unemployed"
"BOC",31,1,2,5,"Unemployed"
"CCB",58,0,7,1,"Student"
"BOC",39,1,7,5,"Retired"
"BOC",51,1,6,1,"Industry"
"CCB",68,1,5,2,"Student"
"ICBC",21,1,1,3,"Government"
"BOC",32,1,1,5,"Education"
"ICBC",46,0,5,5,"Student"
"CCB",22,1,7,4,"Retired"
"CCB",48,0,7,4,"Education"
"CCB",37,1,4,1,"Student"
"CCB",36,1,3,3,"Government"
"CCB",66,0,1,1,"Education"
"CCB",64,0,7,2,"Finance"
"BOC",19,0,1,4,"Student"
"BOC",46,1,5,4,"Industry"
"BOC",23,1,3,5,"Finance"
"CCB",48,0,5,4,"Service"
"BOC",53,0,6,3,"Finance"
"CCB",40,0,3,1,"Retired"
"BOC",30,1,5,3,"Unemployed"
"ICBC",25,0,2,1,"Industry"
"BOC",34,0,4,2,"Unemployed"
"BOC",58,1,2,1,"Education"
"CCB",56,0,5,1,"Education"
"BOC",21,0,2,3,"Student"
"BOC",63,1,3,5,"Student"
"BOC",65,1,2,2,"Education"
"CCB",73,0,3,4,"Retired"
"CCB",48,1,6,5,"Government"
"CCB",64,1,7,2,"Finance"
"BOC",35,1,5,3,"Finance"
"CCB",61,0,5,1,"Industry"
"ABC",35,1,2,2,"Service"
"BOC",48,1,1,3,"Service"
"BOC",50,0,4,1,"Finance"
"BOC",23,1,1,2,"Unemployed"
"BOC",22,0,7,4,"Service"
"CCB",72,1,5,2,"Unemployed"
"CCB",42,0,3,5,"Government"
"BOC",30,1,5,5,"Finance"
"BOC",62,1,1,5,"Service"
"BOC",26,1,6,4,"Student"
"CCB",61,0,2,1,"Government"
"ICBC",75,0,1,1,"Government"
"CCB",23,0,6,4,"Retired"
"CCB",20,1,2,1,"Service"
"CCB",67,0,7,2,"Industry"
"BOC",28,0,4,5,"Service"
"BOC",29,0,2,4,"Finance"
"CCB",45,0,5,4,"Student"
"CCB",68,1,5,3,"Finance"
"CCB",21,0,6,3,"Education"
"BOC",61,0,7,5,"Student"
"CCB",46,0,6,4,"Industry"
"BOC",23,1,1,5,"Finance"
"ICBC",31,0,2,1,"Government"
"BOC",50,1,4,4,"Unemployed"
"BOC",71,0,6,4,"Unemployed"
"ICBC",64,0,3,1,"Retired"
"BOC",55,0,1,5,"Government"
"ICBC",46,1,4,1,"Student"
"CCB",46,1,3,1,"Service"
"BOC",47,1,7,5,"Industry"
"CCB",64,0,6,4,"Unemployed"
"CCB",61,1,6,1,"Finance"
"BOC",44,0,4,5,"Student"
"CCB",38,0,3,5,"Service"
"CCB",44,0,7,4,"Student"
"CCB",53,1,6,1,"Student"
"BOC",33,1,2,3,"Unemployed"
"CCB",72,1,3,4,"Retired"
"CCB",18,0,3,5,"Government"
"BOC",45,0,5,4,"Unemployed"
"CCB",41,0,6,2,"Finance"
"BOC",30,0,4,4,"Student"
"BOC",19,0,4,5,"Finance"
"CCB",32,0,7,2,"Industry"
"BOC",39,0,6,5,"Retired"
"CCB",33,1,6,1,"Government"
"CCB",33,1,6,1,"Education"
"CCB",43,0,5,5,"Service"
"CCB",18,0,5,4,"Retired"
"CCB",72,1,2,1,"Finance"
"CCB",27,1,6,1,"Service"
"CCB",62,0,4,4,"Finance"
"BOC",41,1,6,3,"Education"
"BOC",31,1,4,5,"Student"
"BOC",53,0,7,3,"Finance"
"BOC",21,1,1,4,"Education"
"BOC",56,1,4,4,"Service"
"BOC",62,0,3,5,"Student"
"CCB",54,0,6,3,"Service"
"BOC",37,0,2,3,"Education"
"CCB",60,1,4,3,"Government"
"CCB",59,1,4,3,"Service"
"CCB",56,0,1,2,"Government"
"CCB",45,0,1,2,"Industry"
"BOC",33,0,6,3,"Education"
"CCB",34,1,1,3,"Student"
"BOC",61,1,6,2,"Unemployed"
"CCB",63,1,2,1,"Unemployed"
"CCB",73,1,3,5,"Retired"
"CCB",37,0,6,2,"Retired"
"CCB",58,1,3,2,"Industry"
"CCB",55,1,3,2,"Government"
"CCB",49,1,4,1,"Government"
"CCB",48,0,6,5,"Student"
"BOC",45,0,5,3,"Government"
"CCB",18,1,6,3,"Industry"
"BOC",43,1,7,2,"Finance"
"ICBC",74,1,5,2,"Government"
"ICBC",20,0,2,1,"Industry"
"BOC",20,1,6,4,"Unemployed"
"CCB",70,0,5,5,"Industry"
"CCB",69,0,5,5,"Retired"
"BOC",32,0,1,5,"Finance"
"CCB",28,0,7,1,"Industry"
"CCB",52,1,6,2,"Retired"
"CCB",73,0,3,3,"Retired"
"CCB",25,0,4,4,"Finance"
"CCB",36,0,5,4,"Finance"
"CCB",54,0,5,5,"Finance"
"CCB",28,0,3,4,"Service"
"BOC",50,1,7,2,"Service"
"BOC",50,1,5,3,"Government"
"BOC",24,0,1,2,"Government"
"CCB",55,1,3,3,"Education"
"BOC",68,1,4,3,"Finance"
"CCB",24,0,7,5,"Student"
"BOC",63,0,7,2,"Education"
"BOC",74,1,1,2,"Unemployed"
"BOC",24,0,3,1,"Student"
"CCB",66,0,5,4,"Government"
"CCB",65,1,4,4,"Retired"
"CCB",73,0,6,4,"Industry"
"ICBC",21,0,2,2,"Unemployed"
"CCB",42,0,2,4,"Service"
"CCB",34,0,7,2,"Retired"
"BOC",72,1,3,4,"Government"
"BOC",43,0,2,2,"Education"
"BOC",39,0,2,5,"Government"
"CCB",53,0,3,4,"Finance"
"BOC",18,1,1,1,"Unemployed"
"BOC",55,1,2,1,"Unemployed"
"CCB",48,1,2,5,"Student"
"CCB",49,0,7,2,"Student"
"BOC",46,0,1,5,"Student"
"CCB",47,1,5,5,"Finance"
"BOC",33,1,1,3,"Unemployed"
"ICBC",24,0,2,2,"Retired"
"ICBC",74,1,5,2,"Student"
"ICBC",60,1,6,1,"Student"
"CCB",70,1,7,3,"Student"
"CCB",18,1,6,1,"Education"
"CCB",24,0,5,1,"Retired"
"CCB",40,1,6,3,"Service"
"BOC",67,1,5,5,"Education"
"BOC",62,1,3,5,"Service"
"BOC",50,1,3,4,"Service"
"CCB",74,0,7,3,"Unemployed"
"CCB",39,0,7,4,"Student"
"CCB",31,0,1,1,"Service"
"CCB",59,0,3,5,"Industry"
"CCB",53,0,7,2,"Finance"
"CCB",26,0,5,1,"Service"
"CCB",47,1,3,3,"Industry"
"CCB",40,1,7,1,"Government"
"ICBC",34,0,6,3,"Unemployed"
"BOC",30,1,1,3,"Education"
"BOC",45,1,7,4,"Education"
"BOC",32,1,1,3,"Government"
"BOC",75,1,6,1,"Service"
"CCB",21,0,7,2,"Education"
"BOC",64,0,1,4,"Student"
"CCB",56,1,3,3,"Government"
"ICBC",56,1,2,3,"Finance"
"CCB",24,0,5,3,"Education"
"BOC",40,0,3,2,"Government"
"BOC",18,0,5,5,"Student"
"BOC",37,0,7,5,"Retired"
"BOC",42,1,4,4,"Finance"
"BOC",46,1,2,2,"Student"
"ICBC",31,1,2,1,"Unemployed"
"BOC",56,0,6,2,"Student"
"ABC",54,1,3,2,"Unemployed"
"BOC",48,1,1,2,"Finance"
"BOC",25,1,4,4,"Service"
"BOC",32,1,5,4,"Unemployed"
"CCB",24,1,3,2,"Education"
"CCB",54,1,4,2,"Unemployed"
"CCB",68,1,4,2,"Unemployed"
"BOC",52,0,2,4,"Education"
"BOC",42,1,3,3,"Education"
"BOC",65,0,1,4,"Finance"
"BOC",48,1,3,4,"Education"
"CCB",68,0,3,1,"Service"
"CCB",69,1,6,2,"Education"
"BOC",18,1,1,5,"Finance"
"BOC",58,0,1,5,"Education"
"ABC",40,1,1,1,"Student"
"BOC",63,1,6,4,"Unemployed"
"CCB",66,0,7,4,"Government"
"CCB",43,0,7,5,"Student"
"BOC",30,0,3,4,"Student"
"BOC",36,0,2,5,"Education"
"BOC",34,0,2,4,"Government"
"CCB",29,0,5,1,"Retired"
"BOC",25,1,5,5,"Student"
"BOC",26,1,5,2,"Finance"
"CCB",35,0,7,3,"Student"
"BOC",48,1,1,5,"Unemployed"
"CCB",67,0,5,1,"Government"
"CCB",55,1,5,2,"Retired"
"CCB",26,1,4,2,"Government"
"BOC",46,1,6,4,"Service"
"BOC",52,0,2,3,"Government"
"CCB",50,0,3,3,"Retired"
"BOC",33,0,5,1,"Industry"
"BOC",66,0,2,5,"Finance"
"ICBC",30,1,2,2,"Unemployed"
"CCB",66,0,7,2,"Unemployed"
"ICBC",54,0,5,1,"Retired"
"CCB",72,1,4,5,"Unemployed"
"CCB",73,1,4,3,"Government"
"BOC",28,0,2,2,"Government"
"BOC",47,1,3,5,"Student"
"CCB",50,1,3,2,"Government"
"ICBC",67,1,2,2,"Finance"
"BOC",34,1,1,5,"Industry"
"CCB",57,0,3,5,"Student"
"CCB",23,1,6,5,"Industry"
"BOC",39,0,6,4,"Retired"
"CCB",61,0,1,4,"Retired"
"BOC",22,0,5,3,"Government"
"CCB",62,0,2,4,"Industry"
"BOC",50,1,1,4,"Unemployed"
"BOC",63,1,5,4,"Unemployed"
"CCB",21,0,6,2,"Unemployed"
"CCB",62,0,3,2,"Service"
"CCB",67,0,7,5,"Industry"
"CCB",27,0,5,3,"Education"
"CCB",54,1,2,1,"Government"
"ICBC",42,1,2,2,"Service"
"CCB",64,0,2,1,"Government"
"ABC",35,1,2,1,"Retired"
"BOC",20,1,3,3,"Service"
"CCB",66,0,6,2,"Retired"
"CCB",56,0,1,3,"Industry"
"BOC",38,1,1,3,"Industry"
"CCB",44,0,7,3,"Service"
"BOC",60,0,3,5,"Industry"
"CCB",34,0,5,3,"Government"
"CCB",64,0,1,4,"Government"
"ICBC",20,0,2,1,"Retired"
"CCB",61,0,1,3,"Service"
"CCB",74,0,7,4,"Finance"
"CCB",35,0,5,4,"Industry"
"CCB",62,1,1,5,"Service"
"CCB",40,1,7,1,"Finance"
"CCB",71,0,7,5,"Service"
"BOC",69,1,1,2,"Government"
"BOC",28,1,2,5,"Government"
"CCB",54,1,5,5,"Student"
"BOC",28,0,6,5,"Retired"
"CCB",49,1,7,1,"Finance"
"CCB",55,1,7,3,"Service"
"CCB",49,0,2,5,"Student"
"CCB",22,0,2,5,"Service"
"CCB",24,1,3,4,"Government"
"CCB",42,1,1,1,"Finance"
"CCB",41,0,7,1,"Service"
"BOC",41,0,4,5,"Retired"
"CCB",30,0,7,4,"Education"
"CCB",60,0,7,4,"Unemployed"
"BOC",33,1,3,3,"Retired"
"CCB",58,1,4,3,"Industry"
"CCB",37,1,3,5,"Finance"
"BOC",24,1,4,5,"Government"
"BOC",54,1,5,4,"Retired"
"CCB",65,1,6,1,"Unemployed"
"BOC",23,0,1,2,"Finance"
"ICBC",46,0,2,3,"Government"
"BOC",24,0,6,5,"Unemployed"
"BOC",56,0,4,3,"Education"
"BOC",25,0,6,1,"Unemployed"
"BOC",62,1,4,3,"Student"
"CCB",73,0,7,2,"Unemployed"
"CCB",65,0,2,3,"Education"
"CCB",39,0,3,2,"Finance"
"BOC",24,1,2,2,"Unemployed"
"BOC",37,1,5,5,"Service"
"CCB",56,0,2,4,"Government"
"CCB",33,1,6,5,"Education"
"CCB",67,1,4,3,"Industry"
"ICBC",63,1,4,1,"Retired"
"BOC",42,1,3,2,"Government"
"CCB",47,0,2,2,"Industry"
"BOC",21,1,6,5,"Student"
"BOC",67,1,4,2,"Retired"
"CCB",54,1,3,3,"Industry"
"BOC",72,0,2,1,"Unemployed"
"ICBC",36,0,3,2,"Retired"
"BOC",33,0,5,2,"Retired"
"CCB",51,0,5,4,"Government"
"BOC",29,0,6,2,"Student"
"BOC",30,0,2,1,"Unemployed"
"BOC",49,1,2,2,"Finance"
"CCB",73,0,2,5,"Service"
"CCB",58,0,1,1,"Education"
"CCB",55,1,5,1,"Finance"
"CCB",33,0,4,1,"Retired"
"CCB",65,1,7,1,"Student"
"CCB",24,0,6,1,"Service"
"CCB",49,1,5,1,"Industry"
"CCB",68,0,5,1,"Student"
"BOC",46,0,5,4,"Student"
"CCB",65,1,2,5,"Industry"
"CCB",68,1,1,2,"Student"
"CCB",34,1,2,4,"Service"
"CCB",67,0,2,2,"Industry"
"CCB",30,1,7,5,"Finance"
"BOC",35,0,2,2,"Student"
"CCB",56,1,6,4,"Education"
"BOC",36,1,4,1,"Finance"
"CCB",33,1,6,2,"Unemployed"
"BOC",57,0,6,3,"Industry"
"CCB",46,0,2,1,"Education"
"BOC",36,0,7,5,"Unemployed"
"CCB",19,1,1,3,"Unemployed"
"CCB",30,0,4,4,"Education"
"CCB",53,0,5,5,"Finance"
"CCB",46,0,6,4,"Student"
"CCB",66,1,2,4,"Student"
"BOC",53,0,4,2,"Industry"
"CCB",37,1,1,2,"Finance"
"CCB",73,0,6,4,"Education"
"BOC",68,1,4,5,"Student"
"BOC",74,1,7,5,"Unemployed"
"CCB",21,0,2,1,"Unemployed"
"BOC",75,1,3,4,"Service"
"BOC",25,0,1,2,"Education"
"CCB",56,1,7,4,"Finance"
"BOC",69,1,5,3,"Unemployed"
"CCB",50,1,3,4,"Industry"
"CCB",44,0,7,3,"Education"
"BOC",32,1,1,4,"Education"
"CCB",57,1,5,2,"Retired"
"BOC",28,1,3,1,"Finance"
"CCB",29,0,1,3,"Finance"
"BOC",64,1,2,4,"Unemployed"
"BOC",47,0,2,2,"Education"
"BOC",55,1,5,5,"Unemployed"
"CCB",29,0,7,2,"Finance"
"CCB",56,0,3,3,"Government"
"ABC",50,1,1,1,"Student"
"CCB",65,0,6,1,"Service"
"BOC",21,0,7,4,"Unemployed"
"BOC",68,1,1,3,"Industry"
"BOC",70,1,1,5,"Unemployed"
"CCB",53,1,6,3,"Service"
"CCB",59,0,7,1,"Retired"
"ICBC",41,0,2,3,"Service"
"CCB",54,1,2,1,"Education"
"BOC",68,0,3,5,"Student"
"ICBC",62,0,1,1,"Industry"
"BOC",58,1,3,2,"Service"
"CCB",74,1,3,4,"Government"
"CCB",28,0,4,4,"Government"
"CCB",65,0,5,1,"Retired"
"BOC",45,1,7,2,"Retired"
"CCB",50,0,7,3,"Government"
"CCB",36,1,1,1,"Service"
"CCB",69,0,4,3,"Student"
"CCB",50,0,6,5,"Industry"
"BOC",47,0,2,2,"Finance"
"CCB",73,0,7,5,"Student"
"CCB",30,1,3,4,"Government"
"BOC",34,0,3,4,"Education"
"CCB",33,1,6,2,"Industry"
"BOC",29,1,4,4,"Unemployed"
"CCB",55,1,3,3,"Industry"
"BOC",37,0,3,5,"Service"
"BOC",36,0,3,5,"Retired"
"BOC",19,0,7,2,"Unemployed"
"CCB",62,0,2,4,"Retired"
"CCB",26,0,7,1,"Student"
"BOC",26,0,7,3,"Finance"
"BOC",29,0,4,2,"Service"
"CCB",20,1,7,2,"Service"
"BOC",56,1,1,5,"Government"
"CCB",75,0,6,4,"Government"
"BOC",32,1,7,1,"Finance"
"CCB",23,1,5,3,"Industry"
"CCB",50,1,5,5,"Industry"
"BOC",25,0,5,5,"Government"
"CCB",23,1,5,5,"Education"
"ICBC",62,0,2,1,"Government"
"BOC",55,1,4,1,"Government"
"CCB",37,0,5,3,"Finance"
"CCB",38,0,1,3,"Finance"
"BOC",22,1,1,5,"Service"
"BOC",51,1,1,1,"Unemployed"
"BOC",49,0,1,5,"Service"
"CCB",43,0,5,3,"Government"
"BOC",39,1,4,1,"Unemployed"
"BOC",47,1,4,5,"Education"
"CCB",52,0,7,4,"Retired"
"CCB",38,1,5,5,"Student"
"BOC",46,0,3,4,"Service"
"CCB",31,1,3,1,"Service"
"CCB",75,1,7,5,"Retired"
"BOC",29,1,6,4,"Industry"
"BOC",65,1,2,2,"Industry"
"BOC",53,1,1,2,"Finance"
"CCB",68,1,5,3,"Service"
"BOC",58,0,5,4,"Industry"
"BOC",32,1,7,3,"Service"
"CCB",58,1,7,1,"Education"
"BOC",20,0,1,3,"Retired"
"BOC",22,0,7,2,"Industry"
"CCB",21,0,3,5,"Student"
"BOC",31,0,4,5,"Service"
"BOC",35,0,3,4,"Education"
"CCB",18,1,2,5,"Unemployed"
"BOC",45,0,2,4,"Service"
"BOC",71,0,2,5,"Student"
"BOC",28,1,2,5,"Industry"
"BOC",35,1,4,4,"Retired"
"BOC",67,1,5,3,"Service"
"ICBC",34,0,6,1,"Unemployed"
"BOC",54,0,5,1,"Unemployed"
"BOC",45,0,1,2,"Government"
"CCB",33,0,7,5,"Finance"
"ICBC",71,1,4,1,"Industry"
"CCB",19,1,4,1,"Government"
"CCB",72,0,2,2,"Government"
"BOC",68,1,4,3,"Government"
"BOC",33,1,3,3,"Education"
"ICBC",40,0,1,1,"Government"
"CCB",38,0,6,2,"Education"
"CCB",27,0,6,1,"Retired"
"CCB",63,1,5,3,"Service"
"CCB",20,1,5,2,"Student"
"CCB",25,0,2,3,"Industry"
"BOC",68,0,2,3,"Education"
"BOC",70,1,4,1,"Education"
"ABC",75,0,1,1,"Education"
"CCB",49,0,3,5,"Industry"
"ICBC",54,0,2,4,"Student"
"BOC",48,1,3,1,"Education"
"CCB",39,1,2,4,"Student"
"BOC",47,1,2,5,"Industry"
"CCB",55,1,6,3,"Finance"
"BOC",39,0,3,1,"Government"
"BOC",28,0,6,3,"Retired"
"CCB",60,0,4,4,"Student"
"BOC",55,1,5,2,"Unemployed"
"CCB",54,0,4,5,"Education"
"ICBC",29,0,4,1,"Student"
"BOC",65,1,4,4,"Student"
"BOC",43,1,5,3,"Unemployed"
"ABC",22,0,1,1,"Service"
"BOC",69,1,5,3,"Industry"
"CCB",18,0,4,3,"Industry"
"CCB",38,0,7,5,"Education"
"BOC",55,0,1,3,"Unemployed"
"CCB",32,0,7,3,"Education"
"ICBC",40,1,6,1,"Industry"
"CCB",64,0,5,1,"Finance"
"BOC",22,1,7,5,"Student"
"CCB",26,1,7,5,"Retired"
"CCB",42,0,7,3,"Finance"
"CCB",59,1,6,3,"Industry"
"BOC",30,1,7,3,"Retired"
"BOC",28,1,1,4,"Government"
"ICBC",74,1,3,5,"Industry"
"CCB",56,0,3,3,"Service"
"BOC",44,0,4,2,"Government"
"CCB",32,1,2,1,"Finance"
"BOC",53,0,3,4,"Unemployed"
"CCB",27,1,2,1,"Industry"
"CCB",54,0,2,5,"Government"
"BOC",59,1,1,5,"Unemployed"
"CCB",64,0,6,1,"Student"
"BOC",46,1,3,1,"Service"
"CCB",44,1,5,2,"Education"
"CCB",21,1,3,2,"Education"
"CCB",71,0,1,3,"Finance"
"CCB",18,0,2,3,"Government"
"BOC",45,1,6,5,"Industry"
"BOC",62,1,7,5,"Student"
"BOC",51,1,1,2,"Education"
"BOC",41,0,4,5,"Industry"
"BOC",25,1,1,3,"Finance"
"CCB",46,0,5,4,"Finance"
"CCB",33,0,7,2,"Service"
"BOC",61,1,4,2,"Industry"
"BOC",51,1,5,5,"Finance"
"BOC",50,0,2,5,"Service"
"CCB",64,1,5,3,"Government"
"BOC",64,1,6,4,"Unemployed"
"BOC",25,0,4,5,"Retired"
"ICBC",20,0,7,2,"Industry"
"ICBC",43,1,3,2,"Industry"
"BOC",71,1,1,4,"Government"
"CCB",25,1,5,5,"Service"
"BOC",51,0,1,3,"Student"
"CCB",42,1,4,5,"Government"
"ICBC",23,1,1,1,"Retired"
"BOC",48,0,4,3,"Industry"
"ICBC",34,0,2,1,"Student"
"BOC",75,1,2,2,"Education"
"BOC",23,1,4,1,"Government"
"BOC",37,1,1,1,"Education"
"CCB",55,1,2,2,"Education"
"CCB",53,0,3,5,"Education"
"CCB",49,1,7,1,"Service"
"BOC",64,0,1,5,"Finance"
"BOC",28,0,3,2,"Service"
"ICBC",46,1,4,1,"Service"
"BOC",49,0,6,3,"Government"
"BOC",70,1,3,5,"Service"
"BOC",70,0,5,2,"Education"
"BOC",61,0,3,2,"Retired"
"CCB",34,0,1,2,"Finance"
"CCB",23,1,4,3,"Education"
"BOC",52,1,6,2,"Finance"
"CCB",63,0,7,3,"Unemployed"
"CCB",19,0,6,3,"Finance"
"BOC",72,1,6,5,"Student"
"BOC",30,0,3,4,"Government"
"BOC",47,1,1,1,"Education"
"CCB",34,1,7,5,"Service"
"ICBC",49,1,3,2,"Finance"
"BOC",67,1,1,3,"Education"
"CCB",40,0,3,3,"Finance"
"BOC",19,1,3,2,"Retired"
"CCB",58,1,7,2,"Industry"
"BOC",48,1,2,2,"Government"
"CCB",48,1,5,3,"Service"
"CCB",18,0,2,5,"Student"
"BOC",55,1,7,3,"Service"
"CCB",39,1,7,2,"Education"
"CCB",46,0,4,5,"Government"
"CCB",38,0,7,2,"Student"
"ICBC",33,0,7,1,"Government"
"BOC",55,1,1,5,"Student"
"CCB",48,0,6,2,"Retired"
"CCB",64,1,6,2,"Education"
"CCB",64,0,5,5,"Retired"
"CCB",44,0,6,3,"Education"
"CCB",33,0,6,2,"Finance"
"BOC",34,0,2,2,"Unemployed"
"CCB",58,1,6,1,"Service"
"BOC",68,1,4,5,"Government"
"CCB",51,0,7,3,"Education"
"CCB",38,1,4,2,"Student"
"ICBC",25,1,2,2,"Student"
"ICBC",46,0,5,1,"Student"
"BOC",28,1,1,5,"Industry"
"CCB",51,0,6,2,"Government"
"CCB",35,1,7,1,"Industry"
"ICBC",70,0,4,2,"Education"
"CCB",46,1,5,1,"Industry"
"ICBC",20,0,1,2,"Service"
"CCB",33,0,7,2,"Education"
"CCB",44,1,3,2,"Industry"
"BOC",50,0,2,5,"Service"
"CCB",24,0,3,1,"Industry"
"CCB",70,0,5,3,"Industry"
"CCB",64,1,4,3,"Student"
"BOC",20,1,4,3,"Student"
"CCB",23,0,2,1,"Finance"
"BOC",66,0,2,5,"Education"
"BOC",45,0,2,2,"Education"
"CCB",30,0,5,3,"Education"
"CCB",61,1,3,3,"Industry"
"BOC",53,0,6,5,"Retired"
"BOC",22,0,2,1,"Service"
"BOC",22,1,1,5,"Unemployed"
"BOC",33,0,1,2,"Education"
"CCB",58,1,3,3,"Government"
"CCB",62,1,6,1,"Government"
"BOC",60,1,5,5,"Education"
"CCB",47,0,5,4,"Service"
"CCB",45,0,5,5,"Student"
"CCB",48,0,5,4,"Education"
"BOC",65,0,1,5,"Government"
"CCB",59,1,2,1,"Student"
"CCB",73,1,5,2,"Education"
"BOC",54,0,4,5,"Finance"
"CCB",48,0,1,2,"Unemployed"
"BOC",29,1,7,3,"Service"
"CCB",24,1,1,3,"Service"
"BOC",25,1,3,2,"Industry"
"BOC",56,0,4,3,"Retired"
"CCB",54,1,6,3,"Service"
"CCB",25,0,7,2,"Student"
"CCB",43,0,4,3,"Government"
"BOC",71,0,5,5,"Retired"
"CCB",59,1,7,5,"Education"
"BOC",20,1,3,5,"Government"
"CCB",64,1,3,3,"Industry"
"CCB",69,0,5,1,"Unemployed"
"ICBC",73,0,1,1,"Industry"
"CCB",49,1,6,1,"Service"
"CCB",46,0,4,4,"Government"
"BOC",36,0,3,4,"Government"
"BOC",38,1,3,4,"Retired"
"CCB",33,0,7,3,"Service"
"CCB",33,0,6,1,"Student"
"CCB",24,1,1,1,"Industry"
"BOC",23,0,3,3,"Education"
"CCB",47,0,4,5,"Service"
"CCB",37,0,2,3,"Education"
"ICBC",64,0,3,1,"Retired"
"CCB",73,0,6,4,"Industry"
"CCB",25,1,2,4,"Government"
"CCB",61,0,6,4,"Education"
"CCB",27,0,6,2,"Education"
"CCB",23,0,5,1,"Education"
"CCB",49,0,6,1,"Government"
"CCB",75,0,6,3,"Industry"
"BOC",68,0,2,4,"Retired"
"CCB",61,1,5,1,"Industry"
"BOC",21,0,3,4,"Education"
"CCB",69,1,4,3,"Service"
"CCB",75,0,4,3,"Unemployed"
"ICBC",47,1,1,1,"Student"
"BOC",31,1,5,5,"Finance"
"CCB",20,0,5,1,"Finance"
"CCB",20,0,4,2,"Unemployed"
"BOC",50,1,4,1,"Service"
"CCB",20,0,3,3,"Unemployed"
"BOC",64,1,4,4,"Retired"
"CCB",18,1,5,2,"Service"
"CCB",65,1,7,2,"Finance"
"BOC",51,0,1,4,"Service"
"ICBC",54,0,5,1,"Finance"
"BOC",75,1,4,3,"Unemployed"
"BOC",30,0,2,3,"Student"
"CCB",63,1,7,4,"Retired"
"BOC",47,1,7,4,"Education"
"CCB",49,0,7,3,"Retired"
"CCB",70,0,2,1,"Education"
"BOC",57,1,3,5,"Student"
"CCB",43,0,5,1,"Education"
"CCB",44,0,4,3,"Service"
"CCB",75,1,5,1,"Government"
"CCB",43,0,5,5,"Retired"
"BOC",58,1,3,5,"Industry"
"BOC",43,1,7,4,"Retired"
"CCB",42,0,6,1,"Retired"
"CCB",31,1,2,4,"Finance"
"CCB",39,1,7,2,"Student"
"ICBC",48,0,6,1,"Retired"
